trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
115,False,"{'a': 0.2, 'e': 0.37789187072786273}",25,10,-20.687670163656442,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.2, 'e': 0.37040911034085894}",20,6,-28.724607523971358,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.2, 'e': 0.36307451853684547}",20,0,3.561430473591302,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.2, 'e': 0.35588516138130483}",30,0,12.47634369068534,"{0: 26, 1: 4, 2: 0, 3: 0, 4: 0}",0
119,False,"{'a': 0.2, 'e': 0.34883816303551551}",20,7,-7.920749903413753,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.2, 'e': 0.34193070460617792}",20,5,-5.6412891495108,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
121,False,"{'a': 0.2, 'e': 0.33516002301781966}",30,22,5.840735951827945,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.2, 'e': 0.32852340990752837}",25,7,-39.8526545649317,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.2, 'e': 0.3220182105415707}",25,14,-33.96580434455819,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
124,False,"{'a': 0.2, 'e': 0.31564182275346298}",25,0,6.70635298216528,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.2, 'e': 0.30939169590307042}",25,7,-14.730523171621751,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.2, 'e': 0.30326532985631671}",20,12,11.341248915415004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.29726027398509719}",20,0,-1.4788119959049593,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.2, 'e': 0.29137412618699482}",25,16,3.756276810296532,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.28560453192440743}",30,8,-86.87939250219351,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
130,False,"{'a': 0.2, 'e': 0.27994918328270102}",25,3,-25.968929540963988,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.27440581804701325}",25,2,-63.8301045184476,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 0}",1
132,False,"{'a': 0.2, 'e': 0.26897221879733724}",20,6,20.98566434205422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.26364621202152427}",30,21,12.940327463376182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.2, 'e': 0.25842566724584959}",20,5,-15.48353498648542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.2, 'e': 0.25330849618279477}",20,0,15.523523971113265,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
136,False,"{'a': 0.2, 'e': 0.24829265189570474}",25,2,-20.352852508310576,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 0}",1
137,False,"{'a': 0.2, 'e': 0.24337612797998584}",30,6,1.708475527672694,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.23855695776051719}",25,16,14.526127146586715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.2, 'e': 0.23383321350495462}",30,3,-23.70871986087583,"{0: 22, 1: 4, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.2, 'e': 0.22920300565261176}",30,17,0.34697156400315654,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
141,False,"{'a': 0.2, 'e': 0.22466448205861078}",20,2,-56.922645680842834,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
142,False,"{'a': 0.2, 'e': 0.22021582725299962}",30,21,-29.659865383921407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.2, 'e': 0.21585526171453986}",25,17,-26.076622360532266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.2, 'e': 0.21158104115887441}",20,12,3.1557011959102454,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.20739145584079069}",25,0,-17.706271557917667,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
146,False,"{'a': 0.2, 'e': 0.20328482987029955}",20,9,-14.706960917505597,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.19925952054225707}",20,7,13.733695839313405,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.19531391767926054}",20,2,-45.01172122433447,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
149,False,"{'a': 0.2, 'e': 0.19144644298755603}",25,5,18.905693778791942,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.18765554942569979}",25,12,12.49120004830392,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.18393972058572117}",30,10,40.529258471498665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.18029747008653915}",20,0,-2.5875859574098294,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.17672734097939008}",25,3,17.45977154537272,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.2, 'e': 0.1732279051650287}",20,3,27.72969509529608,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.16979776282246956}",20,0,9.345838245878515,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.2, 'e': 0.16643554184903978}",25,11,23.255658292747256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.16313989731151973}",30,17,23.06368221148734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.15990951090815192}",25,10,9.29936903348611,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.15674309044130266}",20,0,9.68691114530795,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.2, 'e': 0.15363936930056563}",25,10,8.279830423293465,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.15059710595610107}",30,16,26.28736623323745,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.14761508346200711}",25,0,11.336286345342625,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.14469210896952531}",20,5,7.600272670178091,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.1418270132498852}",25,12,22.154085169037536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.13901865022659707}",25,8,11.789761553287455,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.1362658965170063}",25,12,24.601901601370397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.13356765098292517}",20,1,-30.686566872751246,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
168,False,"{'a': 0.2, 'e': 0.13092283429016299}",25,2,3.4164278238263894,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.12833038847677794}",20,8,20.219308795463466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.12578927652987823}",20,0,16.39306429233741,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
171,False,"{'a': 0.2, 'e': 0.12329848197080322}",35,13,3.2294058712937064,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.12085700844851822}",20,16,7.015769029307959,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.2, 'e': 0.11846387934106088}",20,7,21.861922382116756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.11611813736487941}",25,7,7.679165741454124,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.11381884419190637}",35,16,24.175770975951814,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.11156508007421491}",20,11,18.771347472240077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.10935594347610737}",20,10,14.561992391586298,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.10719055071348897}",20,6,24.32982474560939,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.2, 'e': 0.10506803560038236}",20,13,12.429602583420696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.10298754910244172}",20,11,15.876552883252156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.10094825899732769}",20,0,6.956026750832776,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.2, 'e': 0.098949349541807327}",30,21,-12.803556697848755,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.096990021145445943}",25,15,8.590719321107672,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.09506949005076025}",25,12,15.428375177307956,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.2, 'e': 0.093186988019704986}",20,0,3.2129513623859425,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.091341762026367332}",25,5,23.136921460333266,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.089533073955746612}",30,8,14.090398844581905,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.087760200308498432}",20,9,-22.177758975190045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.2, 'e': 0.086022431911525268}",30,0,18.042817879063264,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.084319073634297748}",20,8,22.315391254543854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.082649444110793266}",20,6,15.463911953054419,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.081012875466940373}",25,11,-1.4019419279702554,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.079408713053460339}",20,2,-13.879361833415297,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.077836315183998653}",20,10,-7.674704364561833,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.076295052878441932}",25,11,-2.23961000950158,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.074784309611317518}",25,8,22.52304126500479,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.073303481065175077}",25,6,27.3410262723059,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.071851974888851464}",30,13,32.26159653600271,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.070429210460522501}",25,12,4.431226146437498,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.069034618655446411}",20,11,20.479663184909327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.067667641618306351}",20,0,28.674945889631392,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.2, 'e': 0.066327732540060858}",30,7,35.14874144671067,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.065014355439212954}",20,12,14.242778038331883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.063726984947410373}",30,6,21.32182504544741,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.062465106099291207}",25,8,-13.903537854382408,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.2, 'e': 0.061228214126490953}",20,0,19.368161274426704,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.2, 'e': 0.060015814255728363}",25,12,23.472333850256366,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.058827421510889592}",25,9,29.143780371097577,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.057662560519031257}",30,20,20.886045275391087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.056520765320224924}",20,12,3.0890757129743216,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.055401579181166935}",25,0,-5.88105200680285,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
212,False,"{'a': 0.2, 'e': 0.054304554412478979}",20,3,20.461726848554612,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
